Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
Bust-A-Move Bash!;Wii;2007;Puzzle;505 Games;13;1;0;1;16
Bust-A-Move Deluxe;PSP;2006;Puzzle;505 Games;13;0;0;1;14
Bust-A-Move DS;DS;2005;Puzzle;505 Games;8;2;0;1;11
Bust-A-Move Universe;3DS;2011;Puzzle;Square Enix;8;15;6;3;31
Buster Bros. Collection;PS;1997;Puzzle;Capcom;4;3;0;0;7
Busy Scissors;Wii;2010;Simulation;Little Orbit;8;0;0;0;9
Busy Scissors;DS;2010;Simulation;Little Orbit;6;0;0;0;6
Butt Ugly Martians: B.K.M. Battles;GBA;2002;Action;Vivendi Games;18;7;0;0;25
Butt-Ugly Martians: Zoom or Doom!;PS2;2002;Racing;Vivendi Games;1;1;0;0;2
Buzz Lightyear of Star Command;PS;2000;Platform;Activision;35;24;0;4;63
Buzz! Brain of the UK;PS3;2009;Misc;Sony Computer Entertainment;0;15;0;2;17
Buzz! Junior: Jungle Party;PS2;2006;Misc;Sony Computer Entertainment;2;16;0;5;41
Buzz! Junior: RoboJam;PS2;2007;Misc;Sony Computer Entertainment;11;9;0;3;23
Buzz! Master Quiz;PSP;2008;Misc;Sony Computer Entertainment;2;44;0;23;87
Buzz! Quiz TV;PS3;2008;Misc;Sony Computer Entertainment;28;48;0;14;9
Buzz! Quiz World;PS3;2009;Misc;Sony Computer Entertainment;16;58;0;2;93
Buzz! The BIG Quiz;PS2;2006;Misc;Sony Computer Entertainment;0;11;0;39;149
Buzz! The Hollywood Quiz;PS2;2007;Misc;Sony Computer Entertainment;17;0;0;61;78
Buzz! The Mega Quiz;PS2;2007;Misc;Sony Computer Entertainment;32;6;0;5;88
Buzz! The Music Quiz;PS2;2005;Misc;Sony Computer Entertainment;0;118;0;43;161
Buzz! The Schools Quiz;PS2;2008;Misc;Sony Computer Entertainment;0;2;0;19;2
Buzz! The Ultimate Music Quiz;PS3;2010;Misc;Sony Computer Entertainment;0;25;0;8;34
C.O.P.: The Recruit;DS;2009;Action;Ubisoft;5;2;0;1;8
C.O.R.E.;DS;2009;Shooter;Graffiti;3;0;0;0;4
C: The Contra Adventure;PS;1998;Shooter;Konami Digital Entertainment;4;2;0;0;7
Cabbage Patch Kids: The Patch Puppy Rescue;GBA;2007;Misc;D3Publisher;1;0;0;0;2
Cabela's Adventure Camp;Wii;2011;Misc;Activision;15;2;0;1;18
Cabela's Adventure Camp;PS3;2011;Misc;Activision;6;3;0;2;11
Cabela's Adventure Camp;X360;2011;Misc;Activision;7;2;0;1;1
Cabela's African Safari;X360;2006;Sports;Activision Value;13;0;0;1;14
Cabela's African Safari;PSP;2006;Sports;Activision Value;4;0;0;0;5
Cabela's Alaskan Adventure;X360;2006;Sports;Activision;12;0;0;1;13
Cabela's Alaskan Adventure;PS2;N/A;Sports;Unknown;1;1;0;0;2
Cabela's Big Game Hunter;PS2;2002;Sports;Activision;7;54;0;18;142
Cabela's Big Game Hunter;GBA;2002;Sports;Activision Value;7;2;0;0;9
Cabela's Big Game Hunter (2008);Wii;2007;Sports;Activision;58;0;0;5;63
Cabela's Big Game Hunter (2008);PS2;2007;Sports;Activision Value;1;8;0;3;2
Cabela's Big Game Hunter (2008);X360;2007;Sports;Activision Value;6;0;0;0;6
Cabela's Big Game Hunter 2005 Adventures;PS2;2004;Sports;Activision;28;21;0;7;56
Cabela's Big Game Hunter 2005 Adventures;XB;2004;Sports;Activision;13;4;0;1;18
Cabela's Big Game Hunter 2005 Adventures;GC;2004;Sports;Activision;5;1;0;0;7
Cabela's Big Game Hunter 2005 Adventures;GBA;2004;Sports;Activision;4;1;0;0;6
Cabela's Big Game Hunter 2010;Wii;2009;Sports;Activision Value;158;0;0;12;17
Cabela's Big Game Hunter 2010;PS3;2009;Sports;Activision Value;37;0;0;3;4
Cabela's Big Game Hunter 2010;X360;2009;Sports;Activision Value;25;0;0;2;27
Cabela's Big Game Hunter 2012;Wii;2011;Sports;Activision;34;2;0;2;38
Cabela's Big Game Hunter 2012;X360;2011;Sports;Activision;24;2;0;2;28
Cabela's Big Game Hunter 2012;PS3;2011;Sports;Activision;17;3;0;3;23
Cabela's Big Game Hunter: Hunting Party;X360;2011;Sports;Activision;16;0;0;1;17
Cabela's Big Game Hunter: Pro Hunts;PS3;2014;Shooter;Activision;3;0;0;0;3
Cabela's Big Game Hunter: Pro Hunts;X360;2014;Shooter;Activision;2;0;0;0;3
Cabela's Big Game Hunter: Pro Hunts;WiiU;2014;Shooter;Activision;2;0;0;0;2
Cabela's Big Game Hunter: Ultimate Challenge;PS;2001;Sports;Activision Value;12;8;0;1;21
Cabela's Dangerous Hunts;PS2;2003;Sports;Zoo Digital Publishing;57;45;0;15;117
Cabela's Dangerous Hunts;XB;2003;Sports;Zoo Digital Publishing;26;8;0;1;35
Cabela's Dangerous Hunts 2;PS2;2005;Sports;Activision;19;15;0;5;39
Cabela's Dangerous Hunts 2;XB;2005;Sports;Activision;8;2;0;0;11
Cabela's Dangerous Hunts 2;GC;2005;Sports;Activision;3;1;0;0;3
Cabela's Dangerous Hunts 2009;Wii;2008;Sports;Activision Value;36;0;0;3;38
Cabela's Dangerous Hunts 2009;PS2;2008;Sports;Activision Value;9;7;0;2;18
Cabela's Dangerous Hunts 2009;X360;2008;Sports;Activision;12;0;0;1;13
Cabela's Dangerous Hunts 2009;PS3;2008;Sports;Activision Value;12;0;0;1;13
Cabela's Dangerous Hunts 2011;Wii;2010;Sports;Activision;53;2;0;4;58
Cabela's Dangerous Hunts 2011;PS3;2010;Sports;Activision;26;4;0;3;33
Cabela's Dangerous Hunts 2011;X360;2010;Sports;Activision;28;1;0;2;32
Cabela's Dangerous Hunts 2011;DS;2010;Sports;Activision;12;0;0;1;13
Cabela's Dangerous Hunts: Ultimate Challenge;PSP;2006;Sports;Activision Value;6;0;0;0;6
Cabela's Deer Hunt 2005 Season;PS2;2004;Sports;Activision;18;14;0;5;37
Cabela's Deer Hunt 2005 Season;XB;2004;Sports;Activision;9;2;0;0;11
Cabela's Deer Hunt: 2004 Season;PS2;2003;Sports;Activision Value;37;29;0;1;76
Cabela's Deer Hunt: 2004 Season;XB;2003;Sports;Activision Value;16;5;0;1;21
Cabela's Legendary Adventures;PS2;2008;Sports;Activision;21;16;0;5;42
Cabela's Legendary Adventures;Wii;2008;Sports;Activision;17;0;0;1;18
Cabela's Legendary Adventures;PSP;2008;Sports;Activision;16;0;0;1;17
Cabela's Monster Buck Hunter;Wii;2010;Sports;Activision;58;0;0;3;61
Cabela's North American Adventures;Wii;2010;Sports;Activision;19;0;0;1;2
Cabela's North American Adventures;PS3;2010;Sports;Activision;11;0;0;1;11
Cabela's North American Adventures;X360;2010;Sports;Activision;1;0;0;1;11
Cabela's North American Adventures;PSP;2010;Sports;Activision;8;0;0;1;9
Cabela's North American Adventures;PS2;2010;Sports;Activision;4;3;0;1;8
Cabela's Outdoor Adventures;XB;2005;Sports;Zoo Digital Publishing;8;2;0;0;1
Cabela's Outdoor Adventures;GC;2005;Sports;Activision;3;1;0;0;3
Cabela's Outdoor Adventures (2006);PS2;2005;Sports;Zoo Digital Publishing;17;14;0;5;35
Cabela's Outdoor Adventures (2009);Wii;2009;Sports;Activision Value;29;0;0;2;31
Cabela's Outdoor Adventures (2009);X360;2009;Sports;Activision Value;23;0;0;2;24
Cabela's Outdoor Adventures (2009);PS3;2009;Sports;Activision Value;21;0;0;2;23
Cabela's Outdoor Adventures (2009);PS2;2009;Sports;Activision Value;7;5;0;2;14
Cabela's Survival: Shadows of Katmai;Wii;2011;Sports;Activision;15;5;0;2;21
Cabela's Survival: Shadows of Katmai;PS3;2011;Sports;Activision;11;5;0;3;19
Cabela's Survival: Shadows of Katmai;X360;2011;Sports;Activision;14;3;0;1;19
Cabela's Trophy Bucks;PS2;2007;Sports;Activision Value;13;11;0;4;27
Cabela's Trophy Bucks;Wii;2008;Sports;Activision Value;6;0;0;0;6
Cabela's Trophy Bucks;X360;2007;Sports;Activision Value;4;0;0;0;5
Caesar III;PC;1998;Strategy;Vivendi Games;0;3;0;1;4
Caesar IV;PC;2006;Strategy;Vivendi Games;0;3;0;1;4
Caesars Palace 2000: Millennium Gold Edition;PS;2000;Misc;Interplay;43;29;0;5;77
Caesars Palace Advance: Millennium Gold Edition;GBA;2001;Misc;Majesco Entertainment;5;2;0;0;7
Caesars Palace II;PS;1998;Misc;Interplay;14;9;0;2;25
Cake Mania;DS;2007;Puzzle;Majesco Entertainment;9;1;0;1;11
Cake Mania 2: Jill's Next Adventure!;DS;2008;Puzzle;Majesco Entertainment;24;0;0;2;27
Cake Mania 3;DS;2009;Simulation;Majesco Entertainment;13;0;0;1;14
Cake Mania: Baker's Challenge;PSP;2008;Puzzle;Destineer;3;0;0;0;3
Cake Mania: Baker's Challenge;PS2;2008;Puzzle;Destineer;1;1;0;0;3
Cake Mania: In The Mix!;Wii;2008;Puzzle;Majesco Entertainment;14;0;0;1;15
Cake Mania: Main Street;DS;2011;Simulation;Majesco Entertainment;9;0;0;1;9
Caladrius;X360;2013;Shooter;Moss;0;0;1;0;1
Calcio Bit;GBA;2006;Sports;Nintendo;0;0;3;0;3
California Speed;N64;1999;Misc;Midway Games;13;3;0;0;16
Caligula;PSV;2016;Role-Playing;FuRyu;0;0;5;0;5
Call of Cthulhu: Dark Corners of the Earth;XB;2005;Adventure;Take-Two Interactive;5;1;0;0;6
Call of Duty 2;X360;2005;Shooter;Activision;181;5;1;15;202
Call of Duty 2;PC;2005;Shooter;Activision;0;5;0;1;6
Call Of Duty 2: Big Red One;PS2;2005;Shooter;Activision;148;92;1;26;267
Call Of Duty 2: Big Red One;XB;2005;Shooter;Activision;66;4;0;5;112
Call Of Duty 2: Big Red One;GC;2005;Shooter;Activision;25;7;0;1;33
Call of Duty 3;X360;2006;Shooter;Activision;149;93;2;27;271
Call of Duty 3;Wii;N/A;Shooter;Activision;119;84;0;23;226
Call of Duty 3;PS3;2006;Shooter;Activision;6;63;3;26;152
Call of Duty 3;PS2;2006;Shooter;Activision;89;3;0;15;107
Call of Duty 4: Modern Warfare;X360;2007;Shooter;Activision;591;238;13;9;932
Call of Duty 4: Modern Warfare;PS3;2007;Shooter;Activision;31;23;28;104;672
Call of Duty 4: Modern Warfare;PC;2007;Shooter;Activision;0;112;0;3;115
Call of Duty 4: Modern Warfare;DS;2007;Shooter;Activision;96;2;1;8;106
Call of Duty Black Ops: Declassified;PSV;2012;Action;Activision;8;52;7;3;169
Call of Duty: Advanced Warfare;PS4;2014;Shooter;Activision;28;33;14;137;76
Call of Duty: Advanced Warfare;XOne;2014;Shooter;Activision;321;153;1;38;513
Call of Duty: Advanced Warfare;PS3;2014;Shooter;Activision;154;194;19;77;445
Call of Duty: Advanced Warfare;X360;2014;Shooter;Activision;275;118;0;37;431
Call of Duty: Advanced Warfare;PC;2014;Shooter;Activision;14;23;0;4;41
Call of Duty: Black Ops;X360;2010;Shooter;Activision;967;373;11;113;1464
Call of Duty: Black Ops;PS3;2010;Shooter;Activision;598;444;48;183;1273
Call of Duty: Black Ops;PC;N/A;Shooter;Activision;58;81;0;24;163
Call of Duty: Black Ops;Wii;2010;Shooter;Activision;82;47;0;12;14
Call of Duty: Black Ops;DS;2010;Shooter;Activision;54;5;0;4;63
Call of Duty: Black Ops 3;PS4;2015;Shooter;Activision;577;581;35;231;1424
Call of Duty: Black Ops 3;XOne;2015;Shooter;Activision;452;209;1;67;73
Call of Duty: Black Ops 3;PS3;2015;Shooter;Activision;49;96;7;27;179
Call of Duty: Black Ops 3;X360;2015;Shooter;Activision;111;48;0;16;176
Call of Duty: Black Ops 3;PC;2015;Shooter;Activision;0;22;0;1;23
Call of Duty: Black Ops II;PS3;2012;Shooter;Activision;499;588;65;252;1403
Call of Duty: Black Ops II;X360;2012;Shooter;Activision;825;43;7;112;1373
Call of Duty: Black Ops II;PC;2012;Shooter;Activision;63;69;0;21;153
Call of Duty: Black Ops II;WiiU;2012;Shooter;Activision;21;18;0;3;43
Call of Duty: Finest Hour;PS2;2004;Shooter;Activision;151;112;1;24;289
Call of Duty: Finest Hour;XB;2004;Shooter;Activision;78;4;0;4;121
Call of Duty: Finest Hour;GC;2004;Shooter;Activision;31;8;0;1;4
Call of Duty: Ghosts;X360;2013;Shooter;Activision;672;263;4;82;1021
Call of Duty: Ghosts;PS3;2013;Shooter;Activision;409;373;38;138;959
Call of Duty: Ghosts;PS4;2013;Shooter;Activision;178;142;5;38;363
Call of Duty: Ghosts;XOne;2013;Shooter;Activision;187;77;0;22;286
Call of Duty: Ghosts;PC;2013;Shooter;Activision;23;41;0;9;73
Call of Duty: Ghosts;WiiU;2013;Shooter;Activision;23;9;1;3;36
Call of Duty: Modern Warfare 2;X360;2009;Shooter;Activision;852;363;8;129;1351
Call of Duty: Modern Warfare 2;PS3;2009;Shooter;Activision;499;369;38;163;1069
Call of Duty: Modern Warfare 2;PC;2009;Shooter;Activision;1;79;0;9;89
Call of Duty: Modern Warfare 3;X360;2011;Shooter;Activision;903;428;13;132;1476
Call of Duty: Modern Warfare 3;PS3;2011;Shooter;Activision;554;582;49;162;1346
Call of Duty: Modern Warfare 3;PC;2011;Shooter;Activision;41;98;0;33;172
Call of Duty: Modern Warfare 3;Wii;2011;Shooter;Activision;6;21;0;8;89
Call of Duty: Modern Warfare 3: Defiance;DS;2011;Shooter;Activision;21;7;0;2;3
Call of Duty: Modern Warfare Trilogy;PS3;2016;Shooter;Activision;0;1;0;0;2
Call of Duty: Modern Warfare Trilogy;X360;2016;Shooter;Activision;1;1;0;0;2
Call of Duty: Modern Warfare: Mobilized;DS;2009;Shooter;Activision;37;2;0;3;43
Call of Duty: Modern Warfare: Reflex Edition;Wii;2009;Shooter;Activision;95;43;0;14;153
Call of Duty: Roads to Victory;PSP;2007;Shooter;Activision;52;103;0;59;214
Call of Duty: The War Collection;X360;2010;Shooter;Activision;5;0;0;0;6
Call of Duty: World at War;X360;2008;Shooter;Activision;479;19;0;69;737
Call of Duty: World at War;PS3;2008;Shooter;Activision;272;187;0;84;543
Call of Duty: World at War;Wii;2008;Shooter;Activision;12;59;0;19;197
Call of Duty: World at War;DS;2008;Shooter;Activision;57;26;0;8;91
Call of Duty: World at War;PC;2008;Shooter;Activision;2;13;0;3;19
Call of Duty: World at War Final Fronts;PS2;2008;Shooter;Activision;61;18;0;94;172
Call of Juarez;X360;2007;Shooter;Ubisoft;14;2;0;1;19
Call of Juarez;PC;2006;Shooter;Ubisoft;0;1;0;0;1
Call of Juarez: Bound in Blood;PS3;2009;Shooter;Ubisoft;35;38;1;16;89
Call of Juarez: Bound in Blood;X360;2009;Shooter;Ubisoft;3;24;0;6;61
Call of Juarez: Bound in Blood;PC;2009;Shooter;Ubisoft;0;3;0;1;3
Call of Juarez: The Cartel;PS3;2011;Shooter;Ubisoft;12;13;0;5;3
Call of Juarez: The Cartel;X360;2011;Shooter;Ubisoft;14;11;0;3;27
Call of Juarez: The Cartel;PC;2011;Shooter;Ubisoft;5;5;0;1;11
Calling;Wii;2009;Adventure;Konami Digital Entertainment;7;4;0;1;12
Calvin Tucker's Redneck Jamboree;Wii;2008;Misc;Zoo Games;29;0;0;2;31
Camp Rock: The Final Jam;DS;2010;Misc;Disney Interactive Studios;14;2;0;1;18
Camping Mama: Outdoor Adventures;DS;2011;Simulation;505 Games;13;6;0;2;2
Canada Hunt;Wii;2010;Sports;Virtual Play Games;2;0;0;0;2
Candace Kane's Candy Factory;Wii;2008;Action;Destineer;14;0;0;1;15
Candace Kane's Candy Factory;DS;2008;Action;Destineer;4;0;0;0;4
CandyLand / Chutes & Ladders / Memory;GBA;2005;Misc;Zoo Digital Publishing;15;5;0;0;2
Canimal Triple;PSV;2014;Misc;Warner Bros. Interactive Entertainment;0;2;0;0;2
Canvas 2;PS2;2006;Adventure;Kadokawa Shoten;0;0;2;0;2
Capcom Classics Collection;PS2;2005;Misc;Capcom;22;17;5;6;51
Capcom Classics Collection;XB;2005;Misc;Capcom;11;3;0;1;15
Capcom Classics Collection Reloaded;PSP;2006;Misc;Capcom;26;0;3;3;33
Capcom Classics Collection Remixed;PSP;2006;Misc;Capcom;27;0;0;3;3
Capcom Digital Collection;X360;2012;Action;Capcom;2;1;0;0;3
Capcom Fighting Evolution;PS2;2004;Fighting;Capcom;1;8;0;3;2
Capcom Fighting Evolution;XB;2005;Fighting;Capcom;3;1;0;0;4
Capcom vs. SNK;DC;2000;Fighting;Virgin Interactive;0;0;22;0;22
Capcom vs. SNK 2 EO;GC;2002;Fighting;Capcom;9;2;0;0;11
Capcom vs. SNK 2 EO;XB;2003;Fighting;Capcom;8;2;0;0;1
Capcom vs. SNK 2: Mark of the Millennium 2001;PS2;2001;Fighting;Capcom;22;17;3;6;75
Capcom vs. SNK 2: Millionaire Fighting 2001;DC;2001;Fighting;Capcom;0;0;12;0;12
Capcom vs. SNK: Millennium Fight 2000 Pro;DC;2001;Fighting;Capcom;0;0;5;0;5
Capcom's Soccer Shootout;SNES;1993;Sports;Nintendo;0;0;8;0;8
Captain America: Super Soldier;PS3;2011;Action;Sega;1;7;0;3;2
Captain America: Super Soldier;X360;2011;Action;Sega;11;5;0;1;18
Captain America: Super Soldier;3DS;2011;Action;Sega;5;2;0;1;8
Captain America: Super Soldier;Wii;N/A;Action;Sega;5;0;0;0;6
Captain America: Super Soldier;DS;N/A;Action;Sega;5;0;0;0;5
Captain Morgane and the Golden Turtle;DS;2012;Adventure;Reef Entertainment;0;3;0;0;3
Captain Morgane and the Golden Turtle;PS3;2012;Adventure;Reef Entertainment;0;2;0;1;3
Captain Morgane and the Golden Turtle;PC;2012;Adventure;Reef Entertainment;0;2;0;0;3
Captain Morgane and the Golden Turtle;Wii;2012;Adventure;Reef Entertainment;0;1;0;0;1
Captain Rainbow;Wii;2008;Adventure;Nintendo;0;0;1;0;1
Captain Toad: Treasure Tracker;WiiU;2014;Puzzle;Nintendo;56;36;19;9;119
Captain Tsubasa;PS2;2006;Sports;Namco Bandai Games;0;0;8;0;8
Captain Tsubasa J: The Way to World Youth;SNES;1995;Sports;Namco Bandai Games;0;0;3;0;3
Captain Tsubasa: Aratanaru Densetsu Joshou;PS;2002;Sports;Konami Digital Entertainment;0;0;8;1;9
Captain Tsubasa: New Kick Off;DS;2010;Sports;Konami Digital Entertainment;0;2;6;0;8
Car Battler Joe;GBA;2001;Role-Playing;Victor Interactive;1;1;0;0;2
Card Fight!! Vanguard G: Stride to Victory!!;3DS;2016;Misc;FuRyu;0;0;4;0;4
Card Games;PS;2000;Misc;D3Publisher;4;3;0;0;7
Cardfight!! Vanguard: Lock On Victory!!;3DS;2014;Misc;FuRyu;0;0;7;0;7
Cardfight!! Vanguard: Ride to Victory;3DS;2013;Misc;FuRyu;0;0;9;0;9
Cardinal Syn;PS;1998;Fighting;Sony Computer Entertainment;8;6;0;1;15
Care Bears - Care Quest;GBA;2005;Action;Game Factory;2;1;0;0;3
Carmageddon 64;N64;1999;Action;Virgin Interactive;1;0;0;0;1
Carmageddon: Max Damage;XOne;2016;Action;Stainless Games;1;1;0;0;1
Carmen Sandiego: The Secret of the Stolen Drums;PS2;2004;Action;BAM! Entertainment;3;2;0;1;6
Carmen Sandiego: The Secret of the Stolen Drums;XB;2004;Action;BAM! Entertainment;2;1;0;0;2
Carmen Sandiego: The Secret of the Stolen Drums;GC;2004;Action;BAM! Entertainment;2;0;0;0;2
Carnage Heart;PS;1995;Strategy;Sony Computer Entertainment;1;1;9;1;11
Carnage Heart EXA;PSP;2010;Strategy;ArtDink;0;0;2;0;2
Carnival;2600;1981;Shooter;Coleco;32;2;0;0;34
Carnival Games;Wii;2007;Misc;Take-Two Interactive;213;15;5;42;41
Carnival Games;DS;2008;Misc;Take-Two Interactive;123;64;0;19;205
Carnival Games: Mini Golf;Wii;2008;Sports;Take-Two Interactive;87;56;0;15;158
Carnival Games: Monkey See, Monkey Do!;X360;2011;Misc;Take-Two Interactive;14;16;0;3;33
Carnival Games: Wild West 3D;3DS;2011;Misc;Take-Two Interactive;6;2;0;1;9
Carnival Island;PS3;2011;Misc;Sony Computer Entertainment;13;6;0;4;23
Carol Vorderman's Sudoku;PS2;2006;Puzzle;Xplosiv;0;23;0;5;28
Carol Vorderman's Sudoku;PSP;2006;Puzzle;Xplosiv;5;0;0;1;6
Cars;PSP;2006;Racing;THQ;72;29;0;21;122
Cars;PS2;2006;Racing;THQ;101;4;0;16;121
Cars;GBA;2006;Racing;THQ;81;3;0;2;113
Cars;DS;2006;Racing;THQ;85;5;0;8;98
Cars;Wii;2006;Racing;THQ;83;4;0;7;94
Cars;GC;2006;Racing;THQ;72;19;0;3;93
Cars;X360;2006;Racing;THQ;22;2;0;2;25
Cars;XB;2006;Racing;THQ;15;4;0;1;2
Cars 2;DS;2011;Racing;Disney Interactive Studios;72;44;4;12;132
Cars 2;Wii;2011;Racing;Disney Interactive Studios;46;39;0;1;95
Cars 2;PS3;2011;Racing;Disney Interactive Studios;22;23;0;9;54
Cars 2;X360;2011;Racing;Disney Interactive Studios;28;17;0;5;5
Cars 2;3DS;2011;Racing;Disney Interactive Studios;21;0;0;2;23
Cars 2;PSP;2011;Racing;Disney Interactive Studios;1;1;0;1;12
Cars Mater-National Championship;Wii;2007;Racing;THQ;46;0;0;4;49
Cars Toon: Mater's Tall Tales;Wii;2010;Misc;Disney Interactive Studios;46;2;0;3;52
Cars: Mater-National Championship;DS;2007;Racing;THQ;63;1;0;5;68
Cars: Mater-National Championship;PS3;2007;Racing;THQ;37;1;0;3;41
Cars: Mater-National Championship;PS2;2007;Racing;THQ;12;9;0;3;25
Cars: Mater-National Championship;X360;2007;Racing;THQ;13;0;0;1;15
Cars: Race-O-Rama;Wii;2009;Racing;THQ;61;3;0;9;99
Cars: Race-O-Rama;DS;2009;Racing;THQ;35;9;0;4;48
Cars: Race-O-Rama;PS2;2009;Racing;THQ;27;3;0;17;47
Cars: Race-O-Rama;PSP;2009;Racing;THQ;29;7;0;6;41
Cars: Race-O-Rama;PS3;2009;Racing;THQ;14;3;0;2;19
Cars: Race-O-Rama;X360;2009;Racing;THQ;14;1;0;1;15
Cart World Series;PS;1997;Racing;Sony Computer Entertainment;17;11;0;2;3
Cartoon Network Block Party;GBA;2004;Misc;Majesco Entertainment;3;1;0;0;5
Cartoon Network Block Party / Cartoon Network Speedway Double Pack;GBA;2005;Misc;THQ;47;17;0;1;65
Cartoon Network Collection: Game Boy Advance Video Platinum Edition;GBA;2005;Misc;N/A;23;8;0;1;32
Cartoon Network Collection: Game Boy Advance Video Special Edition;GBA;2005;Misc;N/A;11;4;0;0;15
Cartoon Network Collection: Game Boy Advance Video Volume 1;GBA;2004;Misc;N/A;18;7;0;0;25
Cartoon Network Collection: Game Boy Advance Video Volume 2;GBA;2004;Misc;N/A;6;2;0;0;8
Cartoon Network Racing;DS;2006;Action;Game Factory;4;0;0;0;5
Cartoon Network: Punch Time Explosion;3DS;2011;Fighting;Deep Silver;7;2;0;1;1
Cartoon Network: Punch Time Explosion XL;Wii;2011;Fighting;Crave Entertainment;7;1;0;1;9
Cartoon Network: Punch Time Explosion XL;X360;2011;Fighting;Crave Entertainment;7;0;0;0;7
Cartoon Network: Punch Time Explosion XL;PS3;2011;Fighting;Crave Entertainment;6;0;0;0;7
Carve;XB;2004;Racing;Global Star;4;1;0;0;5
Case Closed: One Truth Prevails;Wii;2007;Adventure;Nobilis;0;0;1;0;1
Casino Chaos With Las Vegas Players Collection;PC;2011;Misc;THQ;3;0;0;0;3
Casper;PS;1996;Adventure;Interplay;46;31;0;5;83
Casper;GBA;2002;Adventure;Microids;1;0;0;0;1
Casper: Friends Around the World;PS;2000;Action;TDK Core;1;7;0;1;18
Casper: Spirit Dimensions;PS2;2001;Platform;TDK Mediactive;7;5;0;2;14
Casper: Spirit Dimensions;GC;2002;Platform;TDK Mediactive;2;0;0;0;2
Casper's Scare School: Classroom Capers;DS;2008;Adventure;Blast! Entertainment Ltd;2;0;0;0;2
Casper's Scare School: Spooky Sports Day;Wii;2009;Sports;Blast! Entertainment Ltd;2;0;0;0;2
Casper's Scare School: Spooky Sports Day;DS;2009;Sports;Blast! Entertainment Ltd;2;0;0;0;2
Castle of Shikigami III;Wii;2007;Shooter;PQube;4;0;0;0;4
Castle Shikigami 2;PS2;2004;Shooter;Play It;1;1;0;0;2
Castlevania;NES;1986;Platform;Konami Digital Entertainment;54;6;62;1;123
Castlevania;N64;1999;Platform;Konami Digital Entertainment;44;1;4;5;64
Castlevania Bloodlines;GEN;1994;Platform;Konami Digital Entertainment;0;0;4;0;4
Castlevania Chronicles;PS;2001;Platform;Konami Digital Entertainment;7;5;0;1;13
Castlevania Double Pack;GBA;2006;Platform;Konami Digital Entertainment;7;3;0;0;1
Castlevania Dracula X;SNES;1995;Platform;Konami Digital Entertainment;3;1;5;0;9
Castlevania II: Simon's Quest;NES;1987;Platform;Konami Digital Entertainment;45;6;42;0;93
Castlevania III: Dracula's Curse;NES;1989;Platform;Konami Digital Entertainment;4;7;37;1;85
Castlevania Judgment;Wii;2008;Fighting;Konami Digital Entertainment;13;2;1;1;18
Castlevania: Aria of Sorrow;GBA;2003;Platform;Konami Digital Entertainment;2;7;0;0;28
Castlevania: Circle of the Moon;GBA;2001;Platform;Konami Digital Entertainment;6;22;5;2;89
Castlevania: Curse of Darkness;PS2;2005;Action;Konami Digital Entertainment;18;14;5;5;42
Castlevania: Curse of Darkness;XB;2005;Action;Konami Digital Entertainment;9;3;0;0;12
Castlevania: Dawn of Sorrow;DS;2005;Platform;Konami Digital Entertainment;37;4;3;4;47
Castlevania: Harmony of Dissonance;GBA;2002;Platform;Konami Digital Entertainment;16;6;4;0;26
Castlevania: Lament of Innocence;PS2;2003;Action;Konami Digital Entertainment;46;36;0;12;94
Castlevania: Legacy of Darkness;N64;1999;Platform;Konami Digital Entertainment;6;2;5;0;13
Castlevania: Lords of Shadow;PS3;2010;Action;Konami Digital Entertainment;5;37;1;16;112
Castlevania: Lords of Shadow;X360;2010;Action;Konami Digital Entertainment;42;18;1;5;67
Castlevania: Lords of Shadow - Mirror of Fate;3DS;2013;Action;Konami Digital Entertainment;4;7;3;1;15
Castlevania: Lords of Shadow - Reverie;PS3;2011;Action;Konami Digital Entertainment;2;1;0;1;4
Castlevania: Lords of Shadow - Reverie;X360;2011;Action;Konami Digital Entertainment;2;0;0;0;2
Castlevania: Lords of Shadow 2;PS3;2014;Action;Konami Digital Entertainment;3;13;2;4;22
Castlevania: Lords of Shadow 2;X360;2014;Action;Konami Digital Entertainment;2;7;0;1;1
Castlevania: Lords of Shadow 2;PC;2014;Action;Konami Digital Entertainment;1;3;0;0;4
